id	category	ask
2244	park	这个家庭套房停车需要收费？什么价格？
2245	park	明天晚上入住有免费停车场吗？
2246	park	有停汽车位置吗
2247	park	这个南宁博客酒店有停车场吗？如何计费？
2248	park	停车怎么办理？
2249	park	我们自己开车过去？怎么停？
2250	park	我自驾游，外省的，车可以开过去吗？
2251	park	你们那有停车的地方吗
2252	park	汽车好停吗？
2253	park	我预定的这个酒店停车要收费，一晚40，我觉得不合理
2254	park	我开车过去住宿可以吗？然后下次回来取
2255	park	车子能直接到门口吗？
2256	park	自驾游如何停车，如何收费
2257	park	我是自驾的可要确保有停车位哦
2258	park	有停车场吗？我是自驾游
2259	park	订单上说有停车场，到了要收费？
2260	park	还有停车停在哪里，具体位置说一下
2261	park	停车票为什么要钱买？
2262	park	酒店附近有车位吗
2263	park	怎么知道酒店有没有车位
2264	park	我2月7日入住，有车位吗？
2265	park	我己订了23号两间豪华双人房，有停车场吗
2266	park	想咨询一下这住的地方方便停车吗
2267	park	你们这边停车在哪里
2268	park	你酒店有地方停电车吗
2269	park	酒店有地下车库吗
2270	park	哪里能看到酒店停车场入口
2271	park	酒店停车场在哪里
2272	park	酒店免费停车对不对
2273	park	你这边儿停车场在哪里？
2274	lefttime	最迟什么时候可以离店？
2275	lefttime	酒店规定几点退房啊
2276	lefttime	北京的旅店是中午12点之前退房的么
2277	lefttime	酒店方说是12点前退房？
2278	lefttime	这个房最迟几点离店？
2279	lefttime	成都宇豪罗曼酒店的退房时间是几点
2280	lefttime	能查询到哈尔滨全季酒店中央大街店的退房时间吗？
2281	lefttime	中午几点退房
2282	lefttime	几点退房？
2283	lefttime	我预定的厦门颐锦酒店几点退房？
2284	lefttime	咨询房间退房时间
2285	lefttime	汉庭快捷酒店的退房时间
2286	lefttime	我定的这个房间，退房时间是？
2287	lefttime	请帮我确认，这个酒店是否是14:00退房
2288	lefttime	会员最晚是几点退房
2289	lefttime	会员可以多少点退房
2290	lefttime	你们订的酒店是12点前结帐还是13点前
2291	lefttime	明天多少点退房呢
2292	lefttime	早上六点半开房几点退
2293	lefttime	退房时间是什么时间
2294	lefttime	我定到七号，那有限定我七号几点内要离开酒店吗？
2295	lefttime	房间可以到第二天中午2点吗
2296	lefttime	今晚订的房间 明天早上06点就要退房了吗
2297	lefttime	我订的房间是必须12点退房吗
2298	lefttime	第二天什么时候退房？
2299	lefttime	为什么在艺龙上面订房间 要12点退房
2300	lefttime	今天半夜入住的，明天几点要退房？
2301	lefttime	到第二天早六点就要退房了嘛？
2302	lefttime	是到明天二点之前退房吗
2303	lefttime	我定了1晚的房间，第二天几点结束呢
2304	lefttime	退房最晚多久
2305	lefttime	7号零晨2:00入住，几点退房
2306	lefttime	就比如隔天我们退房是12点么
2307	lefttime	现在它们说房间只能到明天早上11点
2308	lefttime	我在这里订的房间是不是第二天12点前退房就可以
2309	lefttime	酒店是14点前离开吗
2310	lefttime	到第二天几点离店
2311	lefttime	我预定的158的几点退房，是到三点吗？
2312	lefttime	酒店订房可以住到第二天几点
2313	lefttime	不含早是早上几点退房呢
2314	lefttime	下酒店最晚离开时间是
2315	lefttime	今晚入住，最晚明天几点离店
2316	lefttime	这个是下午几点退房
2317	lefttime	多少点退房
2318	lefttime	为啥在艺龙上定的房间都是12点退房？
2319	lefttime	我定12月29号晚上入住到1月1号离开，那1号最晚几点必须要离开呢
2320	lefttime	刚刚我订了明天入住的房间，到后天什么时间以前退房？
2321	lefttime	店家退房时间不是下午2点如何处理
2322	lefttime	2点以后入住第二天多久离店？
2323	lefttime	现在定的房间，到第二天什么时间退房
2324	lefttime	房间到几点去退房？
2325	lefttime	我预定的25号到27号的房，退房时间截止到什么时间
2326	lefttime	现在在网上订的，明天几点离开
2327	lefttime	我订单是晚上的，明天几点退房
2328	lefttime	现在订房的话到明天几点退房呢？
2329	lefttime	现在订到明天几点退房
2330	lefttime	怎么在网上定的房间只到第二天中午12点就要退房了，一般不是中午2点吗？
2331	lefttime	如果我从现在开始订住一晚那可以住到第二天中午吗
2332	lefttime	27号几点退房的？
2333	lefttime	订一晚上，第二天什么时候交房
2334	lefttime	我这房间退房时间是？
2335	lefttime	几点办理离店
2336	lefttime	现在网上预订的，明天最迟多久退房呢
2337	lefttime	退房时间
2338	lefttime	第二天中午什么时候退房
2339	lefttime	到第二天几点要离开
2340	lefttime	网上订票，退房时间是多少
2341	lefttime	我想退房晚些，加收多少钱
2342	lefttime	如果我需要延长几个小时续房间怎么办理
2343	lefttime	我订了高级大床房，可以延迟退房吗
2344	lefttime	下我的飞机凌晨1点到那我退房时间也是12 点吗
2345	lefttime	可以第三天12点走吗
2346	lefttime	住店以后，最晚几点离开
2347	lefttime	几点要离店
2348	lefttime	8.30号下午两点之后入住，那最迟8.31号什么时候离开不收取费用
2349	lefttime	31号几点前离开不用加费用
2350	lefttime	怎么查看酒店几点离房
2351	lefttime	这种不含早的几点退房
2352	lefttime	一般几点离房
2353	lefttime	要求几点退房
2354	lefttime	必须12点以前退房吗
2355	lefttime	早上离店时间
2356	lefttime	中午十二之前离店对吧
2357	lefttime	怎么写着我退房时间是13号06点退房
2358	lefttime	汉庭酒店支持几点退房
2359	lefttime	一般几点退房间
2360	lefttime	订的这个酒店第二天最迟几点离开
2361	lefttime	我5号要几点钱离开酒店
2362	lefttime	第二天什么时候交房，是12点还是13点?
2363	lefttime	11月三号早上六点就要离店吗
2364	lefttime	我订的这个怎么看不到退房时间呢
2365	lefttime	几点之前退房
2366	lefttime	想咨询一下：为何通过你们艺龙网定的酒店必须12点之前退房呢？
2367	lefttime	凌晨入住几点退房
2368	lefttime	我打算明天上午10点退房，可以吗
2369	lefttime	1月1日有规定的时间离店吗？
2370	lefttime	离开房间是12点钟还是下午2点钟
2371	lefttime	此订单可以几点退房
2372	lefttime	住一晚 是明晚多少点离房
2373	lefttime	酒店什么时候退房
2374	lefttime	我现在订什么时候退房
2375	lefttime	现在定房的话什么时候退房
2376	lefttime	住的话最晚几点退房呀
2377	lefttime	最晚能住到几点钟
2378	lefttime	我五月4号3点多住进来，五号几点就必须走
2379	lefttime	预订酒店凌晨四点入住什么时候退房算一天
2380	lefttime	早上6点到店，退房时间是第二天的几点
2381	lefttime	酒店最晚几点退房
2382	lefttime	明天早晨退房
2383	lefttime	现在办理入住退房时间什么时候
2384	lefttime	这个房型到底是不是14点退房为什么上面写14点退房下面写12点退房
2385	lefttime	我订的君澜酒店退房时间shi
2386	lefttime	我今天晚上定后天多少点离店
2387	lefttime	我这个酒店确认明天退房
2388	lefttime	我这个离店时间是5月2号早上12点之前
2389	lefttime	还没退房怎么就停电了
2390	lefttime	离店时间最晚是多久
2391	lefttime	最晚几点退房
2392	lefttime	何时退房
2393	lefttime	你们店是几点退房的
2394	lefttime	为什么是十二点退房
2395	lefttime	我可以12点之后退房吗
2396	lefttime	怎么说从网上订的房间，必须中午12：00前退房
2397	lefttime	下，是几点钟退房的
2398	lefttime	最迟何时离店
2399	lefttime	今天订房，3号几点之前退啊
2400	lefttime	汉庭酒店退房时间
2401	lefttime	最早可以几点退房
2402	lefttime	15号入住1天，16号最迟可以好久退房
2403	lefttime	为什么酒店要求12点退房
2404	lefttime	酒店12点之前办理离店手续就行了吧
2405	lefttime	宾馆可以半夜2、3点退房走人吗
2406	lefttime	我定的宾馆，可以半夜走吗
2407	lefttime	酒店入住第二天12点前可以办好离店手续吗
2408	lefttime	我是今天下午五点开的房，能睡到明天什么时候
2409	lefttime	现在入住退房时间是多久
2410	lefttime	今晚17点入住 明天几点退房啊？
2411	lefttime	凌晨一点开的房，是几点退
2412	lefttime	6月16日6点入住17日几点退房
2413	lefttime	第二天几点离开算一天
2414	lefttime	可以要求酒店2点退房吗
2415	lefttime	多少点可以退房
2416	lefttime	一般早上可以几点离开
2417	lefttime	这是几点退房？
2418	lefttime	今天入住，明天的几点该离开
2419	lefttime	一般离店要多久
2420	lefttime	我预定的房间最晚什么时候得退房
2421	lefttime	我12点入住明天几点退房
2422	lefttime	我定的宾馆，半夜2点到6.30走可以吧
2423	lefttime	还有就是我9.16号离店，有时间限制吗？
2424	lefttime	最晚啥时候离店
2425	lefttime	最晚到什么时候退房
2426	lefttime	我想问一下，早上最早几点可以办理退房？
2427	lefttime	早上最早几点可以退房？
2428	lefttime	离店是到几点
2429	lefttime	离店时间是是多少
2430	lefttime	我想确认一下我订的酒店的退房时间。订号是1223508578
2431	lefttime	酒店需要几点离开
2432	lefttime	下这房间第二天什么时候退
2433	lefttime	延住到明天的几点
2434	lefttime	可以睡到几点
2435	lefttime	第二天啥时候离开
2436	lefttime	给我换的那个酒店啥时候退房？
2437	lefttime	想知道离店的精确时间
2438	numbers	房间内住多个成人怎么办？
2439	numbers	"客房人数超过两个人,是怎么收钱的"
2440	numbers	房间可以住多个人吗？
2441	numbers	大床可以住3个人吗？
2442	numbers	苏梅岛的w酒店 可以住几个人？
2443	numbers	我的订单 订的那间房是两个人住的吗
2444	numbers	佛山希尔顿酒店双人房可以住三个人吗
2445	numbers	我定的济州岛JM酒店韩式房有6人可住吗
2446	numbers	刚刚订的酒店可以住两个人是吧
2447	numbers	房间有入住人数上限吗
2448	numbers	房间最多可以住几人
2449	numbers	一下我刚才订了一个酒店，为什么说：房间描述只可以住一人
2450	numbers	双人床标间是否可以增加一人入住
2451	numbers	下，北京京伦酒店订标准间，可以住三个成人吗
2452	numbers	三个人，可以住一间吗
2453	numbers	这个酒店的标准双床房可以住三个人吗
2454	numbers	房是多少人一间
2455	numbers	一件房间限不限住多少人的？
2456	numbers	你们网上没有显示双人房
2457	numbers	下苏州有没有酒店可以六个人一间房
2458	numbers	三人住一标间可否
2459	numbers	昆明滇池温泉花园国际大酒店公寓两室一厅(公寓两室一厅) 可以入住几个人
2460	numbers	請問4大人2小孩可訂一間房間嗎?
2461	numbers	一般酒店的标价是几个人得
2462	numbers	我们是三个人，想住一起怎么办
2463	numbers	我定了香港的奥华·时尚精品酒店，我们订的房间显示是3人间，到时3人入住没有问题吧？
2464	numbers	"4个大人4个小孩,可以定2个标准房吗?"
2465	numbers	我预定酒店，我们一家5人 预定2间标间还需要加床吗
2466	numbers	订旅社，房间数量是指的人数吗
2467	numbers	旅馆双人床允许几人住
2468	numbers	加床免费，又写最多2人入住是什么意思
2469	numbers	下如果我定泰国酒店住宿 一人的 可以两人同住吗？
2470	numbers	只能入住一个人吗？
2471	numbers	入住人数限制
2472	numbers	广东鹅潭宾馆 大床只可一人入住嗎?
2473	numbers	我去香港玩，定的酒店的话说规定最多2人住宿，但是我这里有3个人，能不能住啊
2474	numbers	我想知道hk的酒店双人房一定只能两人入住吗？因为我们一行有三人，都比较瘦的，不想分开住。
2475	numbers	如果上边可填写人数是4人 是可以4人入住的么？
2476	numbers	加床服务是不是可以三人入住？
2477	numbers	双床房为什么会有人数上限为1的要求呢？能住两个人吗？
2478	numbers	新加坡酒店很多都是限两个成人入住的，如果我在艺龙网上注明三个成人还预定成功的话，是否可以入住
2479	numbers	订单号：1259951204。你帮我看看，这个订单的房间，3个成人可以入住吗
2480	numbers	夫妻是否可以安排一间房
2481	numbers	这件公寓的“家庭套房”能住几个人
2482	numbers	这个酒店我订标准商务间住三个人可以吗
2483	numbers	香港如心铜锣湾海景酒店 2大1小是否可以入住？
2484	numbers	我收到短信，什么最多两人入住啊
2485	numbers	配套酒店里面写有 最多入住人数：3人 就是说可以住3人撒
2486	numbers	我想咨询下新加坡标间可以入住三人么
2487	numbers	一家三口可以定标准间（双床）吗？
2488	numbers	订房间旁边写着最多1人是什么意思
2489	numbers	那个两室别墅的能住四个成人吗？？
2490	numbers	问飘的家庭房能住3个大人和一个2岁多的娃不？
2491	numbers	酒店两个人能住吗
2492	numbers	这个项目的如果是两个大人带两个1.2米以上的孩子需要额外收取哪些费用
2493	numbers	一下 这个单人间 情侣可以住吗？
2494	numbers	我想订酒店，夫妻三人能否就订一个标准间？
2495	numbers	日本的单人间可以入住2大1小吗？
2496	numbers	豪华型可以最多入住3人，是不是就不用加床了？
2497	numbers	那个两居别墅3100是独栋的能住四个人的吗
2498	numbers	那个房间是住几位客人的呢？
2499	numbers	我预定了7月的两晚京都蒙特利酒店，入住人数是否为2人？
2500	numbers	杭州的酒店有没有4-5人住一间的
2501	numbers	大床房能住4个人嘛
2502	numbers	两人可以定一个房间吗
2503	numbers	订一间酒店房间一个床位的可以住3个人吗
2504	numbers	香港酒店的标间能住三个人吗
2505	numbers	请确认大阪丽思卡尔顿酒店高级双床房是否可以入住两大一小
2506	numbers	房间可以住4人嘛
2507	numbers	我定的这个房间能住2大1小吧？
2508	numbers	请确认酒店可以三成人入住
2509	numbers	我订的房间几个人入住
2510	numbers	一家三口人两张床的房间可以吗
2511	numbers	酒店入住，两夫妻带一个20岁的儿子可以入住标间吗？
2512	numbers	我们三个人，但是定单上只有两个人，没事吧
2513	numbers	大床房限制人数吗
2514	numbers	标准间可以住2大人1儿童吗
2515	numbers	亲子房可以住三个大人一个孩子吗
2516	numbers	酒店入住，两个大人一个小孩可以入住一间房吗？
2517	numbers	标间人数有要求吗
2518	numbers	下我定了一个标准间！2人入住可以吧
2519	numbers	两张床可以入住几个人
2520	numbers	我订的房间是不是可以带几个人去
2521	numbers	三个女生入住济南纬四路79号布袋酒店能方便住一间大房间吗？
2522	numbers	我订的12月31日的房型最多入住人数是多少人
2523	numbers	房间可以住多少人
2524	numbers	香港洲际酒店豪华房能住两大两小吗
2525	numbers	我定的迷你酒店是两个人入住的吗？
2526	numbers	房间是否可以再增加一个人
2527	numbers	手机下订单没有标注入住人数
2528	numbers	我自己订的房，可以带我对象去不？
2529	numbers	两夫妻同住单人房可以吗
2530	numbers	大床房两个人不加钱吧？
2531	numbers	如果实际住5大1个小小孩，是加一张床还是两张床？这个您清楚吗
2532	numbers	我两个大人两个小孩可以住吧？
2533	numbers	加个儿童需要修改订单吗
2534	numbers	预定时是二成人入住加个小孩可以吗？
2535	numbers	二个大人一个小孩可以选两人房间吗
2536	numbers	能带人一起住?
2537	numbers	订一间房可以两个人去吗
2538	numbers	标准单人间能住二个人吗？
2539	numbers	标准间可以住 3个人吗
2540	numbers	写着可入住一人的，是不是只能一个人住，不能多带一个人？
2541	numbers	双床房是两个人入住的房吧
2542	numbers	仨人可定双人房吗
2543	numbers	实际入住人多余预订时
2544	numbers	蜜月房可入住两人吗。
2545	numbers	我定的房间139可以入住两人么
2546	numbers	钟点房怎么申请入住两个人
2547	numbers	我跟我女朋友一起出去，但是订的房间只有一个入住人，是什么意思
2548	numbers	我订的房间，会不会因为人多不能入住
2549	numbers	我三个人可以开一个双床房吗
2550	numbers	我订的房间可以入住两个人吗
2551	numbers	我订的酒店可以住两个人吧
2552	numbers	订双人房可以睡四个嘛？
2553	numbers	豪华套房可以住几个人？
2554	numbers	两个床为什么不能四个人住？
2555	numbers	可以住三个大人一个小孩?
2556	numbers	订单登记1人，到时能否2人入住酒店
2557	numbers	我们是送儿子上学去，定这个房间我们一家可以住吗？
2558	numbers	我刚下了一个订单，可以住两个人的吗
2559	numbers	怎么查询几人入住
2560	numbers	订好的酒店，如何增加入住人
2561	numbers	一下我们6个人住订3间房就可以了吧
2562	numbers	下 多了位同伴的话房间能住4人吗
2563	numbers	如果二大人二小孩定一间可以吗
2564	numbers	两个人住是不是订两间
2565	numbers	可以住几人
2566	numbers	到店可以加人吗
2567	numbers	订的酒店需要写人数吗
2568	numbers	我订得可以住两人不
2569	numbers	房间是可以睡两个人的吗
2570	numbers	三个人住一间不是问题吧
2571	numbers	6个人可以安排在一个房间吗？
2572	numbers	房间可住人数
2573	numbers	一个房间可以住四个成人吗
2574	numbers	两大一小可以住吗？
2575	numbers	我们2大人2小孩能住下吗
2576	numbers	住二个人行嘛？
2577	numbers	当晚我们一家是四大四小入住没问题吧
2578	numbers	亲子间可以住三个大人吗
2579	numbers	我拍了一个订单，介绍说可以住4个人
2580	numbers	我刚下的订单是可以两人住的是吧
2581	numbers	经济标准间是可以住两个大人是吗
2582	numbers	我定的是单人房可以夫妻同住吧
2583	numbers	单人房 只能睡一个人？
2584	numbers	我定的订单是否可以免费住4大2小
2585	numbers	是两人间吧
2586	numbers	我这个房间可以住3个成人是吧？
2587	numbers	我订一间房，可以两个人进吗？
2588	numbers	我有两个朋友，能和我一起住吗？
2589	numbers	不是可入住两人吗？
2590	numbers	问这个普通标准间几个人住的
2591	numbers	单人间可以夫妻俩一起住吗
2592	numbers	写着能住一人，能住两个人吗
2593	numbers	这个订单的房间是几个人住的啊
2594	numbers	我之前订了两人入住的酒店，现在临时要加一个人可以吗？
2595	numbers	标间2人入住为什么不行
2596	numbers	入住两人添一个人可以吗
2597	numbers	这个房间可以住两个女孩子不？
2598	numbers	2个床可以睡3个人吗
2599	numbers	我定的双床的是两个人住没有问题吧
2600	numbers	我现在订的标准间是两人间吧
2601	numbers	我预订的房间是最多2人的是吧
2602	numbers	我订的这个房间是可以住2人吧
2603	numbers	我们订了一间双人床 有限制人数住？
2604	numbers	帮我看下这个订单一个房间可以住几人
2605	numbers	多个大人和一个孩子住什么房
2606	numbers	两个大人一个孩子住什么房？
2607	numbers	双人床的客房是不是只规定两人往
2608	numbers	亲子房可以住几个人
2609	numbers	房间入住有人数要求吗?
2610	numbers	特价大床房可以住几个人？
2611	numbers	订一个房能几个人住
2612	numbers	能住几个人
2613	numbers	订的单人间可以住几个人
2614	numbers	双床房可以住几个人
2615	numbers	我想能4个人一个房间两张双人床吗
2616	numbers	单人入住可以带12周岁小孩一起睡吗？
2617	numbers	我四个大人两个小孩订一个商务标间可以吗？
2618	numbers	两个大人两个小孩要定什么房间
2619	numbers	单人房可以住两个人吗？
2620	numbers	订套房可以住三人吗？
2621	numbers	家庭房可以住三个人吗？
2622	numbers	家庭亲子房对人数有要求吗
2623	numbers	最多容纳多少人入住
2624	numbers	四个人可以双床房吗
2625	numbers	标准间能住2大人2小孩儿吗
2626	numbers	标准双人间有限制人数吗
2627	numbers	这个酒店有无限制一个房间住多少人？
2628	numbers	有无套房可以住四位
2629	numbers	酒店商务套间可以住3人吗？酒店是否允许
2630	numbers	澳门的酒店双床房只能是两个人入住吗？
2631	numbers	可以住三人吗
2632	numbers	可以住几个人
2633	numbers	酒店入住人数有规定人数吗？
2634	numbers	不能多住人吗
2635	numbers	超过房间规定人数可以吗
2636	numbers	这个酒店限制人数吗
2637	numbers	套房三个人能住吗
2638	numbers	四个成人，这家旅馆的家庭房能住下么
2639	numbers	可以四个人一个房间吗？
2640	numbers	我想咨询一下关于入住人数的问题
2641	numbers	这个酒店家庭房可入住几人
2642	numbers	有没有规定只能住几个人
2643	numbers	你们家庭间入住人数有限制吗？
2644	numbers	双床的可以两个大人加两个小孩住吗？
2645	numbers	我们是两个大人两个小孩可以住吗
2646	numbers	双人间入住三个大人 和两个小宝宝可以嘛？
2647	numbers	双人床 可不可以住4个人
2648	numbers	您这个房间适合几个人住？
2649	numbers	四个大人订一个房间可以吗
2650	numbers	三个人住可以订哪种房型
2651	numbers	我们全家五口能住一间吗
2652	numbers	只能住一个人吗？
2653	numbers	我预订的酒店是两个人住的吗
2654	numbers	两个大人加一个高一学生可以住标间吗
2655	numbers	一家4口能入住吗？
2656	numbers	两大两小定双床标间可以吗？
2657	numbers	我们3大人两个儿童可以住得下吗
2658	numbers	预定，有人数要求吗？双床
2659	numbers	入住限人数吗
2660	numbers	我们自己订的房间 你们应该不会限制我们几个人住吧
2661	numbers	商务双床限制人数吗？
2662	numbers	可以一个家庭一个房间嘛？
2663	numbers	山景亲子房能不能住4个人？
2664	numbers	情侣房是可以住两人的对吗
2665	numbers	我可以加上一个朋友一起住么
2666	numbers	超出建议人数怎么办
2667	numbers	别墅四房能住多少个人
2668	numbers	大人小孩5人可以如住一个房间吗
2669	numbers	6个房间能住多少个人？
2670	numbers	间房入住有人数住吗制限?
2671	numbers	单房可带两小孩吗
2672	numbers	我定了一个标准间是可以住我和我朋友一起两个人吗？
2673	numbers	住三人有问题没有？
2674	numbers	商务大床房一家四口能住下吗
2675	numbers	我要是订单间 能2人一起住吗
2676	numbers	如果是双人间可以三个人住吗
2677	numbers	海景花园别墅可以住多少人
2678	numbers	预定2人间，可以4个人入住吗？
2679	numbers	我们一家3人加上一个婴儿订豪华标间可以住吗
2680	numbers	我想住三人需要订哪种房？
2681	numbers	商务单间380元的最多入住两个人吗
2682	numbers	二个大人可以带两个五周岁的小孩吗？
2683	numbers	双床房可以住4个大人吗
2684	numbers	单人房不可以两夫妻一起住？
2685	numbers	家庭房限住吗
2686	numbers	三个人定一个双人床需要补差价吗
2687	numbers	单人间可以入住两人吗？
2688	numbers	单人房能不能住2人
2689	numbers	订双人房，2个大人带2个小孩可以入位吗?
2690	numbers	我们俩夫妻加我妹一人可以吗？
2691	numbers	三个人不可以住一个房间吗
2692	numbers	豪华套房可以往二对夫妻吗？
2693	numbers	特大床房两大人两小孩能睡下吗，多大的床
2694	numbers	这个复式的能住3个大人吗
2695	numbers	我想订那个三房一厅的，我有6个大人，3个小朋友，可以吗？
2696	numbers	一定要房间人数限制吗
2697	numbers	一大一小两张床入住三个人可以吗？
2698	numbers	我们是家庭出游，带父母和孩子，套房可以住吗
2699	numbers	我们是学生去玩，一个房间最多让我们住几个人?
2700	numbers	我这边三人想住一间房，怎么解决？
2701	numbers	拈花一笑 两大一小可以住大床房吗
2702	numbers	我们一家五个人可以预定你们的温馨家庭房吗
2703	numbers	可以带朋友吗
2704	numbers	最多只可以睡两个人吗
2705	numbers	这个酒店的房间可以住三人吗
2706	numbers	三个人需要加房费吗
2707	numbers	预定好之后 能不能两人一起入住
2708	numbers	城景房可以住一家四口和一老吗？孩子很小
2709	numbers	4大一小，可以选什么房型
2710	numbers	"我预订的家庭房,可以住3大人,一小孩么"
2711	numbers	如何定两个人的双人间
2712	numbers	我订的这个房间是不是双人房
2713	numbers	3个人 可以订购一间双人房吗
2714	numbers	还可以多住一个人吧
2715	numbers	1.2的床只能住一个人么
2716	numbers	三个大人一个小孩住亲子房可以吗
2717	numbers	我们这边预订了的香港旺角帝盛酒店可以入住2大人1儿童的，是么？
2718	numbers	我们一家三口订一个大床房没问题吧
2719	numbers	我们四大一小怎么选择房子合适？
2720	numbers	问下全季双卧套房可以住几个人
2721	numbers	一个大学生，两个大人可以订一间双人床的吗？
2722	numbers	你们上面写的最多可入住两人，但我们有个小朋友，三个人
2723	numbers	可以入住两个人吗？我少添加了一个人
2724	numbers	此酒店是否可以带两名儿童入住双人间
2725	numbers	带俩个小孩能住这间双床房间吗
2726	numbers	住两个人的话需要加钱吗
2727	numbers	帮我确定下，这个房型可以住三个成人吗？
2728	numbers	如果我们三姐妹带一个孩子可以住这个标准间吗
2729	numbers	到时入住有两人 可以吗
2730	numbers	这个房型可以住2大1小孩吗
2731	numbers	单人房可以两个住吗
2732	numbers	预定的商务大床房，有规定最多几个人住吗？定了一间
2733	numbers	标准间可以住三人吗？父母和女儿，送女儿上学。
2734	numbers	这个酒店有一个400多的指定房型特价是可以2人住的吗
2735	numbers	大床房的那个81元的能住几个人
2736	numbers	今天帮我问问酒店加一个人入住如何操作哈
2737	numbers	豪华家庭套间4个大人能带两个小孩吗
2738	numbers	一家三口出去可以只订一个房间吗
2739	numbers	想和父母住一间房
2740	numbers	]我们一家四口，三大一小怎么订？
2741	numbers	这房间我和我对象我俩住行吧
2742	numbers	酒店入住人可以添加一位吗
2743	numbers	我在查询新加坡城东乐怡渡假村的房间时，页面上写的房型是四人房，但预定时又说只能住两人
2744	numbers	单人间可以带朋友住吗
2745	numbers	订的单人间，能增加人数吗
2746	numbers	房间入住有人数限制吗
2747	numbers	客服，想我的这个能住几个人
2748	numbers	订单上怎么沒有入住人数一项？
2749	numbers	单人房只可以一个人吗
2750	numbers	一家四人 两大两小未满12 可以入住一间房吗
2751	numbers	我定的房间可住几人
2752	numbers	1268是四居的别墅？最多住几人
2753	numbers	每房可以住几人
2754	numbers	年中特惠房能住两个人吗？
2755	numbers	这个房间床铺适合二大一小吗
2756	numbers	晚点还有一个朋友入住，可以吗？
2757	numbers	我预订的300平方米的总统套房，可以住五个大人两个小孩吧。
2758	numbers	我这个订单可否2人入住
2759	numbers	我下单时只写了两个人 实际有四大一小入住 要紧吗
2760	numbers	预订这个房间确定可以住3人对吧
2761	numbers	我我看了你上面显示可入住3的才下的订单
2762	numbers	另外加人的话需不需要多付费
2763	numbers	订的标准间，写的是可入住2人，但是可以住三个人吗？
2764	numbers	最大的别墅有几个房间
2765	numbers	我昨晚和今早预定的几个房间都是两个人住
2766	numbers	我订的那个房间，两个大人两个小孩可不可以入住
2767	numbers	双床房规定是两人住，再外加一个7岁的孩子，可以的吧
2768	numbers	订单填写一个人的信息 可以带婴儿吗
2769	numbers	我能不能住一个人晚上
2770	numbers	安订单人住
2771	numbers	我这个房间是一个人的是吧
2772	numbers	我只添了一个入住人 还可以让别人一起住吗
2773	numbers	是不是双人间？
2774	numbers	这个可以入住俩人是吧
2775	numbers	我已经定了 能带女朋友么 我看入住信息只能填一个
2776	numbers	你好 我看房间介绍写了仅一人入住 但是我们有两个人你看行吗
2777	numbers	这个酒店我定的是双床房，本来打算两大一小入住，可能临时会加一个成人可以一起入住吗，不用加床
2778	numbers	咱们这个多人床是里面能住几个人啊？
2779	numbers	双床房可以一家三口住吗？
2780	numbers	你好，怎么可以同时入住2人
2781	bed	我预定的大床房的床有多大
2782	bed	我订的大床房，床宽度多少？
2783	bed	我的床是几米的
2784	bed	请帮我确定下我订的房间床是多大的
2785	bed	那个床型是多大的能和我们说一下嘛？
2786	bed	帮我确认一下这间房是否为大床房
2787	bed	双床是一个大一个小吗
2788	bed	三个卧室的床都是一米五吗？
2789	bed	查询订单房间床的尺寸
2790	bed	这个商务大床房，床是1米几的？
2791	bed	你们家的特价房是圆床吗?
2792	bed	标准双人房的床有多大
2793	bed	客房(小型双人床) 床有多大
2794	bed	东京凯悦酒店里面的景观3人房，我想咨询下是怎么样的床
2795	bed	这个行程住宿床有多宽
2796	bed	苏州吴都假日酒店的大床房，床是多大的？
2797	bed	这个酒店的双人床是多宽的
2798	bed	你能帮我问下双床房每张床是多大？
2799	bed	有没有1.8米的大床
2800	bed	大床多大？
2801	bed	我知道标间是两个一米二的床吧
2802	bed	标间床是多大的？
2803	bed	床是多大的？
2804	bed	酒店床多大？
2805	bed	我的订单床是多长的
2806	bed	没有1.8的床吗
2807	bed	客房(小型双人床) 床的宽度没有显示
2808	bed	小间大床房，大床的尺寸多少？
2809	bed	床型只写了“大床”，没有写尺寸
2810	bed	双床都是1.5米的吗
2811	bed	酒店的床是不是1.8m？
2812	bed	想订莫泰168思南路店，咨询家庭房有没有两张都是一米八的床
2813	bed	预订的是2米的大床吗
2814	bed	我定的这个房间床宽多少
2815	bed	我定的广州大厦豪华大床房 床宽多少
2816	bed	想知道预定酒店的床的尺寸是多少
2817	bed	我定的家庭房是多大的床呀
2818	bed	单人间床多大
2819	bed	我的订单床宽多少啊
2820	bed	三亚海韵酒店的三人间是三张床吗？床是多大的
2821	bed	我定好了，怎么确认大床还是双床？
2822	bed	我订的单间床多大
2823	bed	豪华标间床多大？
2824	bed	标准间两张床是一样大的吗？
2825	bed	我定的经济双人房有多大啊
2826	bed	我所订的房间里的两张床是一样大的吗
2827	bed	还没有回答，豪华海景房双床多大
2828	bed	双床是只两张床或是一张双人床？
2829	bed	我现在订的床的尺寸能否告知下 上面没写
2830	bed	我订的1.8米大床 对吧？
2831	bed	床有多宽？
2832	bed	能加一张婴儿床，婴儿床大小多少？
2833	bed	床有多大
2834	bed	这个大床有多大
2835	bed	房间大概多大
2836	bed	这酒店的单人床不是大床吗？
2837	bed	商务房b床是多宽的啊
2838	bed	单间的床是多大
2839	bed	问一下单人床有多大呀
2840	bed	特价的大床是多大的
